parameter,step,step_next,cos_sim,l1_change,l2_change,realtive_change,mean_squared_change,max_abs_change
gpt_neox.layers.3.post_attention_layernorm.bias,26000,36000,0.98852813,7.919655799865723,0.4710151255130768,0.18862855434417725,0.00043331104097887874,0.16552734375
gpt_neox.layers.3.attention.query_key_value.weight,26000,36000,0.95016867,8554.173828125,12.825322151184082,0.31234830617904663,0.00020915450295433402,0.2327880859375
gpt_neox.layers.3.attention.query_key_value.bias,26000,36000,0.99761665,1549.8919677734375,100.34992980957031,0.3199120759963989,6.556061267852783,8.75
gpt_neox.layers.3.attention.dense.weight,26000,36000,0.96482474,2392.700439453125,5.952509880065918,0.26789477467536926,0.00013516124454326928,0.1123046875
gpt_neox.layers.3.attention.dense.bias,26000,36000,0.9938842,3.005974292755127,0.2047041952610016,0.15005634725093842,8.184337639249861e-05,0.0791015625
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,26000,36000,0.9511333,11880.8388671875,14.766742706298828,0.3117678761482239,0.00020795066666323692,0.0941619873046875
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,26000,36000,0.9961285,36.55240249633789,1.0981110334396362,0.25249314308166504,0.0005887931911274791,0.161376953125
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,26000,36000,0.94274753,11123.1474609375,13.761871337890625,0.34382495284080505,0.00018061262380797416,0.12701416015625
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,26000,36000,0.9938842,3.005974292755127,0.2047041952610016,0.15005634725093842,8.184337639249861e-05,0.0791015625
gpt_neox.layers.4.input_layernorm.weight,26000,36000,0.9997789,14.912109375,0.8285889625549316,0.028179997578263283,0.0013409368693828583,0.12890625
gpt_neox.layers.4.input_layernorm.bias,26000,36000,0.99047107,11.14383602142334,0.6558027863502502,0.25196582078933716,0.0008399947546422482,0.245361328125
gpt_neox.layers.4.post_attention_layernorm.weight,26000,36000,0.9996942,8.58740234375,0.5603156685829163,0.02473081275820732,0.0006131906993687153,0.1513671875
gpt_neox.layers.4.post_attention_layernorm.bias,26000,36000,0.9870728,10.1310396194458,0.5663607716560364,0.24228940904140472,0.0006264932453632355,0.15625
gpt_neox.layers.4.attention.query_key_value.weight,26000,36000,0.96179783,7673.92529296875,11.087532997131348,0.2751905918121338,0.0001563129189889878,0.09515380859375
gpt_neox.layers.4.attention.query_key_value.bias,26000,36000,0.9918669,1544.053955078125,87.95609283447266,0.3814164102077484,5.036639213562012,8.109375
gpt_neox.layers.4.attention.dense.weight,26000,36000,0.97266877,2968.684326171875,7.369453430175781,0.2334516942501068,0.00020716815197374672,0.13148117065429688
gpt_neox.layers.4.attention.dense.bias,26000,36000,0.993009,5.085048675537109,0.4650363624095917,0.20726890861988068,0.00042238051537424326,0.337890625
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,26000,36000,0.9502395,12142.5693359375,15.37930679321289,0.31404751539230347,0.000225561554543674,0.2969818115234375
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,26000,36000,0.9941418,44.00343704223633,1.2840900421142578,0.25800278782844543,0.0008051210315898061,0.1837310791015625
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,26000,36000,0.9433276,13085.8662109375,16.4963321685791,0.33898043632507324,0.0002595179248601198,0.501190185546875
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,26000,36000,0.993009,5.085048675537109,0.4650363624095917,0.20726890861988068,0.00042238051537424326,0.337890625
gpt_neox.layers.5.input_layernorm.weight,26000,36000,0.9725743,132.31396484375,10.43599796295166,0.2682037055492401,0.21271497011184692,3.0751953125
gpt_neox.layers.5.input_layernorm.bias,26000,36000,0.94406843,22.961589813232422,1.3985259532928467,0.427969366312027,0.00382006773725152,0.239501953125
gpt_neox.layers.5.post_attention_layernorm.weight,26000,36000,0.9996679,26.5625,1.3921335935592651,0.04903890937566757,0.003785226494073868,0.19140625
gpt_neox.layers.5.post_attention_layernorm.bias,26000,36000,0.97977877,14.876471519470215,0.8605684638023376,0.29394519329071045,0.0014464417472481728,0.158935546875
gpt_neox.layers.5.attention.query_key_value.weight,26000,36000,0.86372,24170.283203125,60.39503479003906,0.5494303703308105,0.004638432990759611,1.34423828125
gpt_neox.layers.5.attention.query_key_value.bias,26000,36000,0.9935306,3224.500244140625,162.0076141357422,0.3638189435005188,17.08754539489746,8.7421875
gpt_neox.layers.5.attention.dense.weight,26000,36000,0.9355073,2927.519287109375,7.390420436859131,0.412036657333374,0.0002083497092826292,0.231689453125
gpt_neox.layers.5.attention.dense.bias,26000,36000,0.9758448,5.246869087219238,0.3166632056236267,0.26985007524490356,0.00019585079280659556,0.080078125
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,26000,36000,0.9548497,11439.384765625,14.246405601501465,0.2993924617767334,0.00019355316180735826,0.1773681640625
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,26000,36000,0.99195313,43.627830505371094,1.20436692237854,0.2524925768375397,0.0007082521915435791,0.124755859375
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,26000,36000,0.95440024,12681.587890625,15.880210876464844,0.3022806942462921,0.00024049328931141645,0.2880859375
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,26000,36000,0.9758448,5.246869087219238,0.3166632056236267,0.26985007524490356,0.00019585079280659556,0.080078125
gpt_neox.final_layer_norm.weight,26000,36000,0.999719,94.5166015625,4.4390740394592285,0.07607319205999374,0.03848706930875778,0.76171875
gpt_neox.final_layer_norm.bias,26000,36000,0.9932148,14.678692817687988,0.768684983253479,0.1448686271905899,0.001154055935330689,0.163818359375
embed_out.weight,26000,36000,0.9145681,475053.75,121.67144775390625,0.42405229806900024,0.0005761113716289401,0.22503662109375
all_parameters,26000,36000,0.92685366,1334544.0,300.9200439453125,0.4759182333946228,0.0013156022178009152,8.75
gpt_neox.embed_in.weight,36000,37000,0.97507256,288733.09375,72.48931884765625,0.22373101115226746,0.0002045162982540205,0.099761962890625
gpt_neox.layers.0.input_layernorm.weight,36000,37000,0.9999946,1.02783203125,0.05845320224761963,0.0034400809090584517,6.673391908407211e-06,0.0078125
gpt_neox.layers.0.input_layernorm.bias,36000,37000,0.9999731,0.6099756360054016,0.05766287446022034,0.011889421381056309,6.494154149550013e-06,0.021484375
gpt_neox.layers.0.post_attention_layernorm.weight,36000,37000,0.9999869,0.793212890625,0.04691503569483757,0.0051356288604438305,4.298868589103222e-06,0.017578125
gpt_neox.layers.0.post_attention_layernorm.bias,36000,37000,0.99974865,0.32331711053848267,0.018765605986118317,0.02249511145055294,6.877889973111451e-07,0.006103515625
gpt_neox.layers.0.attention.query_key_value.weight,36000,37000,0.9919329,3677.27197265625,5.559718132019043,0.12696875631809235,3.9302212826441973e-05,0.049915313720703125
gpt_neox.layers.0.attention.query_key_value.bias,36000,37000,0.99981344,19.254024505615234,1.2966012954711914,0.034020695835351944,0.0010945150861516595,0.3125
gpt_neox.layers.0.attention.dense.weight,36000,37000,0.99047595,893.6012573242188,2.2935142517089844,0.13815046846866608,2.006565591727849e-05,0.035919189453125
gpt_neox.layers.0.attention.dense.bias,36000,37000,0.9999564,0.2711039185523987,0.03311450406908989,0.015438656322658062,2.14173905987991e-06,0.0244140625
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,36000,37000,0.99481195,4134.72607421875,5.156722068786621,0.10188979655504227,2.5357645426993258e-05,0.02874755859375
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,36000,37000,0.999913,1.9419227838516235,0.06071878597140312,0.018345141783356667,1.8001810531131923e-06,0.015380859375
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,36000,37000,0.99517685,2562.850830078125,3.180121660232544,0.0983368456363678,9.643888006394263e-06,0.01839447021484375
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,36000,37000,0.9999564,0.2711039185523987,0.03311450406908989,0.015438656322658062,2.14173905987991e-06,0.0244140625
gpt_neox.layers.1.input_layernorm.weight,36000,37000,0.9999947,1.22900390625,0.07289141416549683,0.003387017408385873,1.037726178765297e-05,0.01953125
gpt_neox.layers.1.input_layernorm.bias,36000,37000,0.99987984,0.4892944097518921,0.03148800507187843,0.021632272750139236,1.936512717293226e-06,0.009521484375
gpt_neox.layers.1.post_attention_layernorm.weight,36000,37000,0.99999416,2.1767578125,0.12028182297945023,0.004976415075361729,2.8257258236408234e-05,0.021484375
gpt_neox.layers.1.post_attention_layernorm.bias,36000,37000,0.99988914,0.6247101426124573,0.04446360096335411,0.01983296312391758,3.861351160594495e-06,0.0224609375
gpt_neox.layers.1.attention.query_key_value.weight,36000,37000,0.99297583,3633.032470703125,5.456230163574219,0.11856353282928467,3.785274748224765e-05,0.04955291748046875
gpt_neox.layers.1.attention.query_key_value.bias,36000,37000,0.99991375,27.808673858642578,1.8142565488815308,0.034649740904569626,0.0021429213229566813,0.421875
gpt_neox.layers.1.attention.dense.weight,36000,37000,0.99304247,864.96484375,2.163752317428589,0.11816079169511795,1.7859450963442214e-05,0.0264739990234375
gpt_neox.layers.1.attention.dense.bias,36000,37000,0.9999255,0.27129173278808594,0.019552653655409813,0.013849945738911629,7.466918532372802e-07,0.01025390625
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,36000,37000,0.99376947,4470.92724609375,5.58701229095459,0.11171609163284302,2.976610994664952e-05,0.044963836669921875
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,36000,37000,0.9999574,3.718717098236084,0.10250190645456314,0.0223112590610981,5.130195859237574e-06,0.0203857421875
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,36000,37000,0.9902928,3539.67236328125,4.367674827575684,0.1395188271999359,1.8191703929915093e-05,0.1234130859375
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,36000,37000,0.9999255,0.27129173278808594,0.019552653655409813,0.013849945738911629,7.466918532372802e-07,0.01025390625
gpt_neox.layers.2.input_layernorm.weight,36000,37000,0.99999434,1.208984375,0.06849874556064606,0.003386459080502391,9.164214134216309e-06,0.0166015625
gpt_neox.layers.2.input_layernorm.bias,36000,37000,0.9998057,0.49493932723999023,0.03703933581709862,0.025821221992373466,2.6795164558279794e-06,0.0126953125
gpt_neox.layers.2.post_attention_layernorm.weight,36000,37000,0.99999565,1.259765625,0.07177900522947311,0.0031705331057310104,1.0062940418720245e-05,0.0146484375
gpt_neox.layers.2.post_attention_layernorm.bias,36000,37000,0.9999324,0.5143200159072876,0.04315899312496185,0.01844351552426815,3.6380836263560923e-06,0.02197265625
gpt_neox.layers.2.attention.query_key_value.weight,36000,37000,0.98888767,4019.1962890625,6.153934478759766,0.1491406261920929,4.815282591152936e-05,0.05023193359375
gpt_neox.layers.2.attention.query_key_value.bias,36000,37000,0.99993366,36.971805572509766,2.5270307064056396,0.03290450572967529,0.004157476592808962,0.578125
gpt_neox.layers.2.attention.dense.weight,36000,37000,0.9955907,767.24853515625,1.9296070337295532,0.09404287487268448,1.4203556929714978e-05,0.02280426025390625
gpt_neox.layers.2.attention.dense.bias,36000,37000,0.9999346,0.2771381735801697,0.018850406631827354,0.014744257554411888,6.940192065485462e-07,0.00732421875
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,36000,37000,0.9942728,4155.7783203125,5.204285144805908,0.1070401594042778,2.5827734134509228e-05,0.07373046875
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,36000,37000,0.99994797,3.186307430267334,0.12699398398399353,0.025407977402210236,7.874744369473774e-06,0.080078125
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,36000,37000,0.9917176,3426.83837890625,4.237497329711914,0.1289604753255844,1.7123438738053665e-05,0.023702621459960938
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,36000,37000,0.9999346,0.2771381735801697,0.018850406631827354,0.014744257554411888,6.940192065485462e-07,0.00732421875
gpt_neox.layers.3.input_layernorm.weight,36000,37000,0.9999955,1.43896484375,0.09291338920593262,0.0035030946601182222,1.686112955212593e-05,0.0234375
gpt_neox.layers.3.input_layernorm.bias,36000,37000,0.9998866,1.6139286756515503,0.08546310663223267,0.02449137717485428,1.4265512618294451e-05,0.0146484375
gpt_neox.layers.3.post_attention_layernorm.weight,36000,37000,0.99999505,1.36328125,0.07575444132089615,0.003460105275735259,1.1208467185497284e-05,0.0107421875
gpt_neox.layers.3.post_attention_layernorm.bias,36000,37000,0.99991465,0.6723219752311707,0.04384591430425644,0.017357083037495613,3.754812951228814e-06,0.01611328125
gpt_neox.layers.3.attention.query_key_value.weight,36000,37000,0.9915372,3489.221923828125,5.360897064208984,0.12986479699611664,3.654181273304857e-05,0.0703125
gpt_neox.layers.3.attention.query_key_value.bias,36000,37000,0.9999797,158.63278198242188,10.162515640258789,0.0314008966088295,0.06723746657371521,0.859375
gpt_neox.layers.3.attention.dense.weight,36000,37000,0.9939259,970.59814453125,2.4465906620025635,0.11038549244403839,2.283360663568601e-05,0.02658843994140625
gpt_neox.layers.3.attention.dense.bias,36000,37000,0.99994385,0.26029640436172485,0.016491079702973366,0.01201972458511591,5.311635504767764e-07,0.00537109375
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,36000,37000,0.99406475,4124.48681640625,5.157459259033203,0.10904631018638611,2.536504871386569e-05,0.0303497314453125
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,36000,37000,0.99996364,3.310218334197998,0.10136111825704575,0.022812508046627045,5.0166390792583115e-06,0.01416015625
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,36000,37000,0.9945802,3336.79150390625,4.162161827087402,0.10440540313720703,1.6519963537575677e-05,0.02239990234375
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,36000,37000,0.99994385,0.26029640436172485,0.016491079702973366,0.01201972458511591,5.311635504767764e-07,0.00537109375
gpt_neox.layers.4.input_layernorm.weight,36000,37000,0.999997,1.7529296875,0.09734325110912323,0.003303418168798089,1.850724220275879e-05,0.013671875
gpt_neox.layers.4.input_layernorm.bias,36000,37000,0.9999338,1.0379784107208252,0.05935601517558098,0.022366255521774292,6.881125955260359e-06,0.01708984375
gpt_neox.layers.4.post_attention_layernorm.weight,36000,37000,0.9999945,1.36767578125,0.07892806082963943,0.0034802856389433146,1.2167263776063919e-05,0.013671875
gpt_neox.layers.4.post_attention_layernorm.bias,36000,37000,0.9999107,0.9235758781433105,0.05319269001483917,0.022346440702676773,5.52629398953286e-06,0.0146484375
gpt_neox.layers.4.attention.query_key_value.weight,36000,37000,0.9928222,3234.228759765625,4.825648784637451,0.11987074464559555,2.9609107514261268e-05,0.0514984130859375
gpt_neox.layers.4.attention.query_key_value.bias,36000,37000,0.9999274,175.65206909179688,9.785624504089355,0.040778450667858124,0.06234274432063103,0.8125
gpt_neox.layers.4.attention.dense.weight,36000,37000,0.99669546,1028.6082763671875,2.564605712890625,0.08139603585004807,2.5089750124607235e-05,0.02984619140625
gpt_neox.layers.4.attention.dense.bias,36000,37000,0.99993914,0.50929194688797,0.042223796248435974,0.018537692725658417,3.482126885501202e-06,0.029296875
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,36000,37000,0.993288,4528.80615234375,5.670009136199951,0.11597679555416107,3.065709097427316e-05,0.048095703125
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,36000,37000,0.9999416,4.223237991333008,0.12550710141658783,0.024656854569911957,7.691423888900317e-06,0.019775390625
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,36000,37000,0.9955949,3623.852783203125,4.5631794929504395,0.09409362077713013,1.9856341168633662e-05,0.064453125
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,36000,37000,0.99993914,0.50929194688797,0.042223796248435974,0.018537692725658417,3.482126885501202e-06,0.029296875
gpt_neox.layers.5.input_layernorm.weight,36000,37000,0.99972516,10.67626953125,1.0368731021881104,0.026321353390812874,0.002099816221743822,0.38671875
gpt_neox.layers.5.input_layernorm.bias,36000,37000,0.9994,2.456127643585205,0.15963350236415863,0.0472506508231163,4.9771198973758146e-05,0.0404052734375
gpt_neox.layers.5.post_attention_layernorm.weight,36000,37000,0.9999957,2.01953125,0.11543282866477966,0.004054945893585682,2.602487802505493e-05,0.0146484375
gpt_neox.layers.5.post_attention_layernorm.bias,36000,37000,0.99972504,1.6025207042694092,0.09460445493459702,0.03161976858973503,1.7480473616160452e-05,0.017822265625
gpt_neox.layers.5.attention.query_key_value.weight,36000,37000,0.99759626,4201.892578125,8.175058364868164,0.07258544862270355,8.498315582983196e-05,0.142578125
gpt_neox.layers.5.attention.query_key_value.bias,36000,37000,0.9999716,309.88983154296875,15.488411903381348,0.03364073112607002,0.15617899596691132,0.84375
gpt_neox.layers.5.attention.dense.weight,36000,37000,0.9907087,973.1258544921875,2.4399526119232178,0.13771888613700867,2.270978075102903e-05,0.02520751953125
gpt_neox.layers.5.attention.dense.bias,36000,37000,0.9998025,0.4909161925315857,0.030262885615229607,0.025376925244927406,1.7887543890537927e-06,0.00787353515625
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,36000,37000,0.9937566,4222.1650390625,5.3115949630737305,0.11195190250873566,2.69036645477172e-05,0.0447998046875
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,36000,37000,0.9999316,3.9983136653900146,0.11067602783441544,0.022748710587620735,5.981047252134886e-06,0.009765625
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,36000,37000,0.9967532,3314.6279296875,4.230218410491943,0.08073718845844269,1.7064639905584045e-05,0.02880859375
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,36000,37000,0.9998025,0.4909161925315857,0.030262885615229607,0.025376925244927406,1.7887543890537927e-06,0.00787353515625
gpt_neox.final_layer_norm.weight,36000,37000,0.9999975,8.65673828125,0.41027510166168213,0.0069845300167799,0.0003287610597908497,0.0625
